ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0010996	GO:0010996	response to auditory stimulus	24	-0.297785317414433	-1.25094382009596	0.173374613003096	0.530850112351738	0.47216173593707	1621	tags=33%, list=11%, signal=30%	CHRNA9/UCN/ATP1A2/PTN/KCNC1/TACR1/CHRNA10/NRXN1
GO:1902410	GO:1902410	mitotic cytokinetic process	23	0.361317715239297	1.29907920321496	0.173784977908689	0.531125595693641	0.472406763092398	5361	tags=52%, list=35%, signal=34%	KLHDC8B/CHMP1A/CHMP7/CNTROB/CHMP1B/CHMP6/KIF20A/CHMP2A/VPS4A/ARF1/CHMP5/CHMP3
GO:0070584	GO:0070584	mitochondrion morphogenesis	17	0.39122470137395	1.27863288389174	0.173780487804878	0.531125595693641	0.472406763092398	7150	tags=71%, list=46%, signal=38%	MFF/MTM1/PID1/NUBPL/POLDIP2/BCL2L1/PANK2/PNPT1/FEZ1/DNM1L/POLG2/SUPV3L1
GO:0050954	GO:0050954	sensory perception of mechanical stimulus	140	-0.178599523894043	-1.18518413803472	0.173710682351945	0.531125595693641	0.472406763092398	3752	tags=36%, list=24%, signal=27%	MYO15A/ATP6V1B1/NTRK1/MYO7B/ESPNL/GRM7/TMIE/COL11A2/PKHD1L1/USH1C/PCDH15/KCNA1/COL2A1/P2RX2/COL11A1/GJC3/MYO3A/SRRM4/HTR2A/OTOF/ATP2B2/POU4F3/HOXA1/TRPA1/TMC1/KCNK4/EPYC/ASIC2/TSPEAR/CHRNA9/CCDC50/DIAPH1/UCN/NPR2/MYO1A/RIPOR2/OTOA/COCH/TECTA/CEACAM16/MYO7A/CNTN5/LRP2/SLC26A4/CDH23/SOBP/PIEZO2/CHRNA10/KCNE1/PGAP1
GO:0010172	GO:0010172	embryonic body morphogenesis	10	-0.415939214061455	-1.29422764086058	0.173913043478261	0.531227021513793	0.472496975734719	1615	tags=40%, list=10%, signal=36%	MAB21L2/CDON/PHLDB2/GREM2
GO:0048548	GO:0048548	regulation of pinocytosis	11	0.434635784717622	1.26454901806476	0.174114021571649	0.531261257100633	0.472527426390632	1816	tags=27%, list=12%, signal=24%	CLN3/PPT1/PROM2
GO:0010832	GO:0010832	negative regulation of myotube differentiation	11	0.432369480692758	1.25795533059115	0.174114021571649	0.531261257100633	0.472527426390632	2361	tags=36%, list=15%, signal=31%	CEACAM5/BHLHE41/PLPP7/HDAC5
GO:0007173	GO:0007173	epidermal growth factor receptor signaling pathway	92	-0.196238068839331	-1.16432194409753	0.174358974358974	0.531718898385565	0.472934472934473	1436	tags=17%, list=9%, signal=16%	CDH13/PLAUR/HBEGF/IFI6/NPR2/ZGPAT/CCDC88A/PLCE1/EREG/CBL/ZFYVE28/FER/SHC3/ERBB4/FAM83B/HAP1
GO:0034315	GO:0034315	regulation of Arp2/3 complex-mediated actin nucleation	21	0.367093292167974	1.28532423777681	0.174814814814815	0.532534433356125	0.473659846064208	5825	tags=62%, list=38%, signal=39%	CORO1B/FCHSD2/WASHC4/PICK1/WASHC2A/WASHC5/HIP1R/ARFIP1/ARF1/NCKAP1/WASF3/GMFB/RNH1
GO:0001838	GO:0001838	embryonic epithelial tube formation	108	0.24709361129971	1.22642727105323	0.17481662591687	0.532534433356125	0.473659846064208	3286	tags=25%, list=21%, signal=20%	BMP5/CECR2/RGMA/TCTN1/SFRP2/ABL1/BBS4/OSR1/MKS1/FUZ/FZD1/MTHFD1/KAT2A/CDK20/FZD2/GATA3/DVL1/TSC2/TSC1/DVL2/SALL4/TEAD2/ADM/HS2ST1/SIX1/VASP/SOX8
GO:0030518	GO:0030518	intracellular steroid hormone receptor signaling pathway	87	0.256171594592419	1.22497053125992	0.175155279503106	0.533275916225062	0.474319353956208	4839	tags=39%, list=31%, signal=27%	SCGB2A1/PGR/ESR1/CYP7B1/PPARGC1B/DNAAF4/SKP2/EGLN2/BRCA1/SRC/NCOR1/TRIM68/CARM1/VPS11/KDM3A/PAGR1/RNF14/DDRGK1/UFSP2/LATS1/TAF7/RNF6/PARP1/TADA3/LMO3/HDAC1/CALR/UFL1/TRIP4/DAB2/GPER1/MED1/PIAS2/ZDHHC7
GO:0044770	GO:0044770	cell cycle phase transition	452	0.194740821970588	1.14014272805492	0.175384615384615	0.533683946488294	0.474682274247492	4946	tags=34%, list=32%, signal=24%	BCAT1/ING4/HORMAD1/INTS7/AURKA/MAD2L1/CENPE/TEX14/CDC6/SPC24/CRLF3/DONSON/FBXO6/CDKN2A/ANAPC1/GPNMB/BRCA2/RPA4/CPSF3/PLCB1/NEK6/KLHL22/TTI2/NUF2/CKS1B/ANAPC7/METTL13/MSH2/TRIM39/PTPRC/CDK5RAP3/PIDD1/PTPN6/ZFYVE19/TAOK2/RBBP8/CDC20/PPP1R9B/PKD2/CCNJL/ERCC3/MASTL/ANAPC4/CUL4A/INIP/FOXO4/SIRT7/PLK1/SKP2/MDC1/RPA2/BRCA1/CDC25B/TELO2/ETAA1/CHMP7/CDK7/SPDL1/CDK18/ZNF16/NEK11/CDC27/CCNB1/BCL7C/CALM3/NABP2/MIIP/PML/STK33/ACVR1/TIPIN/IK/MRNIP/E2F1/CCAR2/DPF1/TTI1/CDK4/PBX1/CUL4B/MTA3/STXBP4/ENSA/RAD50/PAGR1/CEP63/TAOK3/BRD7/CDKN1B/E2F6/HECW2/TRIAP1/EPS8/XRCC3/TFAP4/NPM2/SDE2/CACUL1/BLM/DDRGK1/TCIM/UBE2A/TFDP1/CTDSP1/FBXO4/SMARCE1/LATS1/AIF1/E2F4/MBLAC1/PAF1/CCNG2/DPF2/RHNO1/CCNA2/BUB3/APC/PAXIP1/RAD9A/DNA2/INTS3/CDKN2C/MDM2/TOPBP1/BTN2A2/PIM2/CDK17/CTDSP2/CDC73/RAD51C/PKMYT1/CHMP2A/VPS4A/RAD17/FAM83D/CDC16/RRM1/FBXO7/LCMT1/UFL1/CCNH/ZNF655/NSMCE2/RCC1/PPM1D/RAD21/TIMELESS/ZWINT/CCNG1/CALM1/BABAM1/MAPK15/CDK5RAP2/HUS1/CHEK2
GO:0060606	GO:0060606	tube closure	80	0.262429618822683	1.23468845191258	0.17550505050505	0.533760335566419	0.474750218096226	6489	tags=51%, list=42%, signal=30%	CECR2/RGMA/SFRP2/ABL1/BBS4/MKS1/FUZ/FZD1/MTHFD1/KAT2A/CDK20/FZD2/DVL1/TSC2/TSC1/DVL2/SALL4/TEAD2/ADM/VASP/TMED2/GRHL3/IFT57/SPINT2/CC2D2A/FZD3/IFT122/PTCH1/PTK7/HECTD1/RARA/GRHL2/TULP3/PFN1/PRKACA/FZD6/TGFB1/FOLR1/DEAF1/PRKACB/SEC24B
GO:0043062	GO:0043062	extracellular structure organization	268	0.207431846844905	1.16529414155222	0.175718849840256	0.534120434449289	0.475070506082776	3330	tags=25%, list=22%, signal=20%	MATN2/LUM/HPN/MMP1/COL8A2/TEX14/COL3A1/CTSK/LOXL2/COL14A1/ELANE/NOXO1/APLP1/SFRP2/POSTN/LOXL1/POMT1/SLC39A8/ABL1/AGT/COL4A4/MYH11/COL4A3/MMP9/PRSS2/COL16A1/VIPAS39/AXIN2/COL22A1/CHADL/CRISPLD2/FBLN5/PXDN/KAZALD1/HAS3/PHLDB1/EXOC8/PBXIP1/COL9A2/P3H4/TGFBI/POMT2/KLK7/FMOD/WDR72/ATP7A/DPP4/PAPLN/SERAC1/LARGE1/VHL/MFAP4/TNXB/FERMT1/SMOC2/ENG/FSCN1/TMPRSS6/MMP2/SERPINH1/CREB3L1/COL17A1/MMP11/COL24A1/NTN4/ADAM15/MATN3/THSD4
GO:0071472	GO:0071472	cellular response to salt stress	13	0.412714913957682	1.27033145453537	0.175840978593272	0.53420164901993	0.475142741939498	4874	tags=46%, list=32%, signal=32%	SLC12A6/EFHD1/FBP1/SLC25A23/XRCC6/TRPV4
GO:0002551	GO:0002551	mast cell chemotaxis	10	0.45321977908665	1.2782087015732	0.176656151419558	0.53430495044292	0.475234622826531	1804	tags=30%, list=12%, signal=27%	KIT/VEGFC/RAC2
GO:0043517	GO:0043517	positive regulation of DNA damage response, signal transduction by p53 class mediator	14	0.409993058802637	1.27625397205953	0.176024279210926	0.53430495044292	0.475234622826531	195	tags=14%, list=1%, signal=14%	ING4/ANKRD1
GO:0006308	GO:0006308	DNA catabolic process	26	0.342816263125004	1.27267536425186	0.176642335766423	0.53430495044292	0.475234622826531	2765	tags=35%, list=18%, signal=28%	DNASE1L1/CECR2/DNASE1/DFFB/AIFM1/DNASE2/APEX1/RGN/VPS54
GO:0009190	GO:0009190	cyclic nucleotide biosynthetic process	17	0.388671809566335	1.27028931201918	0.176829268292683	0.53430495044292	0.475234622826531	410	tags=18%, list=3%, signal=17%	GUCY1B1/ADCY7/ADCY3
GO:0006244	GO:0006244	pyrimidine nucleotide catabolic process	16	0.391335104190893	1.26371582077951	0.176470588235294	0.53430495044292	0.475234622826531	5218	tags=62%, list=34%, signal=41%	NEIL1/ENTPD5/DCTPP1/TYMP/NT5C/DPYS/UNG/SMUG1/NTHL1/UPP1
GO:0045987	GO:0045987	positive regulation of smooth muscle contraction	26	-0.287721455155834	-1.24867835854256	0.176656151419558	0.53430495044292	0.475234622826531	4447	tags=46%, list=29%, signal=33%	TBXA2R/CHRM3/NPNT/ADRA2B/OXTR/MYOCD/PROK2/ADRA1A/NMU/PTGS2/TACR1/PTAFR
GO:0010669	GO:0010669	epithelial structure maintenance	24	-0.297160947634043	-1.24832095230311	0.176470588235294	0.53430495044292	0.475234622826531	1596	tags=25%, list=10%, signal=22%	IL17A/MUC13/PIWIL4/MUC4/TFF1/LDB2
GO:0051865	GO:0051865	protein autoubiquitination	50	0.287072613917225	1.23874255511863	0.176788124156545	0.53430495044292	0.475234622826531	4292	tags=38%, list=28%, signal=27%	UBE2T/UBE3D/BFAR/SASH1/BRCA1/TRIM17/TRIM68/RNF146/RNF4/PRKN/RNF8/TRIM37/RNF13/MDM2/TRIM21/RNF185/RAD18/RNFT1/MTA1
GO:0051123	GO:0051123	RNA polymerase II preinitiation complex assembly	50	0.286844215765336	1.2377569978187	0.176788124156545	0.53430495044292	0.475234622826531	6139	tags=46%, list=40%, signal=28%	MED18/ESR1/THRA/MED8/MED9/TAF12/MED20/MED16/TAF6/GTF2B/ATF7IP/TAF11/TAF7/TAF6L/MED31/PSMC6/MED1/MED6/MED24/TAF9/TP53/MED11/MED25
GO:0010563	GO:0010563	negative regulation of phosphorus metabolic process	288	0.205710366779622	1.16304220397966	0.176408076514346	0.53430495044292	0.475234622826531	4969	tags=37%, list=32%, signal=25%	PIP5KL1/CDA/SPINK1/RGS14/HEXIM2/AIDA/DTNBP1/CDKN2A/SFRP2/PPARG/TRIB3/PPP1R1B/PLEK/CEP85/CEACAM1/ABL1/AGT/MICAL1/TARBP2/PTPRC/CDK5RAP3/ARRB2/SMPD1/PPP1R14D/PTPN6/HGF/MASTL/MGAT5/SRCIN1/DEPTOR/PPP2R5D/MVP/PLK1/PKIB/DVL1/PPP1R8/PPP2R5A/SOCS5/TSC2/PTPRQ/CALM3/BAK1/IKBKB/EPHB2/PTPN22/NF2/RGN/NTF3/SPRY1/DUSP22/ENG/ENSA/SPRY4/NCK2/PID1/SMCR8/PRDX3/BOD1/VPS25/PRKN/CDKN1B/TFAP4/SLC27A1/PDPK1/CTDSP1/PKIG/KIRREL2/LATS1/HYAL2/HEXIM1/TMED2/CHMP6/MEN1/SPAG9/NF1/APC/ALDOB/TAF7/CDKN2C/FOXA2/PARP1/CIB1/CTDSP2/INPP5F/SERPINB3/PLPP3/GSKIP/INPP5K/PPP2R1A/AKT1S1/PTPRB/NR2F2/MAPK8IP1/CEBPA/SEMA4D/TARDBP/IBTK/TSG101/ANKLE2/CALM1/GCKR/PTK6/NNT/FKBP1A/FLCN/ZNF675
GO:0070286	GO:0070286	axonemal dynein complex assembly	25	-0.296253690385021	-1.25670054817261	0.177215189873418	0.535182226591837	0.476014911310475	81	tags=12%, list=1%, signal=12%	DRC1/DNAI1/CFAP100
GO:0000291	GO:0000291	nuclear-transcribed mRNA catabolic process, exonucleolytic	13	0.4122544132235	1.26891403891097	0.17737003058104	0.535361078826545	0.476173990454759	4621	tags=54%, list=30%, signal=38%	EXOSC2/EXOSC5/NT5C3B/CNOT7/CNOT8/POLR2G/EXOSC3
GO:0009953	GO:0009953	dorsal/ventral pattern formation	77	0.264969333656738	1.23779167209285	0.177522349936143	0.535532132161888	0.476326132910556	2787	tags=25%, list=18%, signal=20%	CXXC4/NOTO/TCTN1/AIDA/GSC/SMAD6/HOXB2/SOX1/AXIN2/DMRT3/MKS1/DISP1/CDK20/GORAB/SMO/ACVR1/WNT3/DLL4/AXIN1
GO:0060413	GO:0060413	atrial septum morphogenesis	10	0.451009935130002	1.27197631299519	0.178233438485804	0.536809586918784	0.47746235807386	2442	tags=40%, list=16%, signal=34%	NOTCH2/HEY2/SMO/ACVR1
GO:2000343	GO:2000343	positive regulation of chemokine (C-X-C motif) ligand 2 production	10	0.450254281517987	1.26984515485333	0.178233438485804	0.536809586918784	0.47746235807386	1996	tags=30%, list=13%, signal=26%	POSTN/LPL/CD74
GO:0070301	GO:0070301	cellular response to hydrogen peroxide	57	0.282612978001307	1.24348047837906	0.178045515394913	0.536809586918784	0.47746235807386	3471	tags=28%, list=23%, signal=22%	RIPK3/PDGFD/MAPK13/CBX8/ABL1/NQO1/AIFM1/ANKZF1/SRC/FYN/BNIP3/PLEKHA1/BECN1/PCGF2/ZNF580/STAT6
GO:0042693	GO:0042693	muscle cell fate commitment	10	-0.413003186827495	-1.28509196076106	0.179347826086957	0.538826263566426	0.479256080114449	3211	tags=50%, list=21%, signal=40%	TBX3/TBX2/FGF10/TBX18/DKK1
GO:0070099	GO:0070099	regulation of chemokine-mediated signaling pathway	10	-0.412320400345869	-1.28296741681942	0.179347826086957	0.538826263566426	0.479256080114449	1155	tags=30%, list=8%, signal=28%	PADI2/ROBO1/SLIT3
GO:0050691	GO:0050691	regulation of defense response to virus by host	34	0.31747389770438	1.25643856835203	0.179378531073446	0.538826263566426	0.479256080114449	3889	tags=41%, list=25%, signal=31%	MUL1/TARBP2/IL15/IFNLR1/APOBEC3G/IL12RB1/IL23A/PTPN22/STAT1/DHX9/APOBEC3F/MAVS/TRAF3IP2/ZDHHC1
GO:0030968	GO:0030968	endoplasmic reticulum unfolded protein response	63	0.277979943907268	1.2395793327856	0.179384203480589	0.538826263566426	0.479256080114449	6380	tags=51%, list=41%, signal=30%	CTH/ERN2/TMTC4/CDK5RAP3/TMEM33/WFS1/DERL2/BFAR/SERP2/ATF6B/BAK1/PARP16/CREB3/NCK2/CREB3L1/DDRGK1/TMED2/COPS5/DNAJB9/UFL1/OS9/DDIT3/AMFR/HSPA5/PARP6/ATF6/VCP/DNAJC10/STUB1/RACK1/AGR2/DERL1
GO:0048706	GO:0048706	embryonic skeletal system development	102	0.248375896845477	1.21782698074479	0.179012345679012	0.538826263566426	0.479256080114449	1744	tags=18%, list=11%, signal=16%	HOXD1/OSR2/GSC/SLC39A3/IFT140/HOXB2/TGFB3/HOXC9/OSR1/HOXC11/MKS1/HOXB6/HOXB7/FUZ/XYLT1/MTHFD1/PRRX1/CDK20
GO:0098868	GO:0098868	bone growth	24	-0.296412263721764	-1.24517586267477	0.179566563467492	0.53908481976112	0.479486051511052	1110	tags=25%, list=7%, signal=23%	MATN1/NPR2/TSKU/EVC/DDR2/LEPR
GO:0032367	GO:0032367	intracellular cholesterol transport	23	0.359711568211235	1.29330447334854	0.179675994108984	0.539124271712862	0.479521141834266	4319	tags=43%, list=28%, signal=31%	ABCA1/ARV1/PCSK9/SERAC1/VPS54/VPS53/CES1/SCP2/VPS52/VPS4A
GO:0035234	GO:0035234	ectopic germ cell programmed cell death	14	0.40835855275882	1.27116597169955	0.180576631259484	0.539950624268686	0.48025613660619	161	tags=14%, list=1%, signal=14%	KIT/SYCE3
GO:0070296	GO:0070296	sarcoplasmic reticulum calcium ion transport	29	-0.278819905828631	-1.25265369376984	0.180685358255452	0.539950624268686	0.48025613660619	5054	tags=59%, list=33%, signal=39%	DMD/RYR1/RYR3/MRLN/ANK2/CCL3/CASQ2/RYR2/PLN/CACNA1C/HRC/CASQ1/ATP2A1/CACNG1/GSTM2/ATP1A2/FKBP1B
GO:2000232	GO:2000232	regulation of rRNA processing	11	0.429368845796246	1.24922514765322	0.180277349768875	0.539950624268686	0.48025613660619	1704	tags=27%, list=11%, signal=24%	METTL18/SHQ1/SIRT7
GO:0000281	GO:0000281	mitotic cytokinesis	73	0.269393086179449	1.24096561819909	0.180519480519481	0.539950624268686	0.48025613660619	6230	tags=56%, list=40%, signal=34%	UNC119/BBS4/KLHDC8B/CIT/ZFYVE26/EXOC8/PLK1/CHMP1A/CHMP7/JTB/WNK1/CNTROB/EXOC3/CHMP1B/CUL7/SNX9/EXOC7/CHMP6/APC/KIF20A/POLDIP2/CHMP2A/VPS4A/ARF1/EXOC1/RACGAP1/CKAP2/STAMBP/EFHC1/EXOC6B/CHMP5/MYH10/CHMP3/ARL3/STMN1/ROCK1/MAP9/SPAST/CHMP4B/EXOC4/INCENP
GO:0002726	GO:0002726	positive regulation of T cell cytokine production	22	-0.307360643958637	-1.23780671852459	0.180722891566265	0.539950624268686	0.48025613660619	51	tags=14%, list=0%, signal=14%	NLRP3/IL6/XCL1
GO:0046785	GO:0046785	microtubule polymerization	76	0.265483673590255	1.23738234934598	0.180661577608142	0.539950624268686	0.48025613660619	5844	tags=45%, list=38%, signal=28%	FGF13/FES/TUBG1/ABL1/PRUNE1/HAUS4/MZT1/TUBGCP4/TUBGCP3/TUBG2/ARHGEF7/HAUS8/CDK5R1/CDKN1B/MAP2/CAMSAP1/CKAP5/TUBGCP5/TBCD/NEDD1/DRG1/HAUS2/HSPA1A/TOGARAM1/NUMA1/TRPV4/CDK5RAP2/MAP4/RANGRF/HSPA1B/OCLN/MECP2/STMN1/SLAIN1
GO:0051897	GO:0051897	positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	130	-0.180182113430118	-1.15832692746306	0.180555555555556	0.539950624268686	0.48025613660619	1548	tags=18%, list=10%, signal=16%	IAPP/F7/CX3CR1/HBEGF/RAMP3/PIK3CG/NTS/MEIS3/ANGPT1/F3/ROR2/SIRT1/SEMA5A/LRP2/CBL/CX3CL1/NEDD4/NKX3-1/IGF1/DDR2/AKR1C2/CCL21/CSF3
GO:0009896	GO:0009896	positive regulation of catabolic process	438	0.195256813638199	1.13707563938693	0.180412371134021	0.539950624268686	0.48025613660619	5479	tags=37%, list=36%, signal=25%	ABCD1/PLEKHN1/RGMA/AURKA/MLST8/OSBPL7/EGF/HMOX1/BAG2/C4BPA/FBXO22/TRIB3/DISC1/DXO/MAGEF1/HSPB8/COP1/ADORA1/SESN2/AXIN2/PSMD10/WDR24/BCAP31/ATG2A/PCSK9/EXOSC2/ORMDL3/METTL3/MYLIP/EXOSC5/CCDC22/CDC20/WFS1/DAGLB/PIP4K2C/ASB9/DEPTOR/TRIM65/DEPDC5/NOCT/CUL4A/RHBDD3/SH3D19/PLK1/EGLN2/ADAM9/DVL1/DHRSX/TRIM68/SGSM3/TTC5/SOCS5/TSC2/MTOR/NT5C3B/BNIP3/GPD1/VPS11/RALB/IKBKG/TMTC3/PAIP1/CUL4B/AXIN1/BECN1/BNIP3L/MAPK9/BAD/PARN/SMCR8/LARP1/RIDA/MAPK3/GRSF1/SEC22B/PRKN/CDKN1B/RNF14/CALCOCO2/P2RX7/PINK1/LSM1/DDRGK1/TOB1/CNOT11/SNX4/SNX9/DHX9/APOC2/NUPR1/TRAF7/CNOT7/NSF/PHKG2/SESN1/APC/CNOT8/SCOC/MAP3K7/POLR2G/CELF1/SLC25A5/SUMO1/MDM2/TRIM21/RNF185/RAB7A/TRIM38/OAZ2/PIM2/KEAP1/GPC3/NUB1/RAB3GAP2/RNFT1/HSPA1A/LRP1/PSMC5/HSPBP1/SVIP/RB1CC1/IDE/PACSIN3/USP13/TRIM32/RILP/FBXO7/UFL1/PSMC2/PSMC6/DAB2/CEBPA/TARDBP/EXOSC3/ZC3H18/TRIM23/NPRL3/GNAI3/CBFA2T3/CSDE1/RNF139/NNT/FLCN/FYCO1/TOM1/MTDH/GCLC/CBLB/LAPTM5/OAZ3/APOE/GGA1/HECTD1/TMEM59/ATF6/MOAP1/HSPA1B/SPTLC1/SNF8/VPS35/GPLD1/BAG6/RNF144A/PSEN1
GO:0021984	GO:0021984	adenohypophysis development	10	0.44763721229196	1.26246427517489	0.181388012618297	0.540866766565825	0.481070994373604	76	tags=20%, list=0%, signal=20%	PITX2/SLC6A3
GO:0010745	GO:0010745	negative regulation of macrophage derived foam cell differentiation	10	0.44714598077969	1.26107886257278	0.181388012618297	0.540866766565825	0.481070994373604	571	tags=20%, list=4%, signal=19%	ABCA1/PPARG
GO:0046479	GO:0046479	glycosphingolipid catabolic process	10	0.446395937357825	1.25896352676304	0.181388012618297	0.540866766565825	0.481070994373604	3936	tags=50%, list=26%, signal=37%	GLA/LCT/NEU1/HEXB/GM2A
GO:0051098	GO:0051098	regulation of binding	201	0.2160708248582	1.17646027370862	0.18141592920354	0.540866766565825	0.481070994373604	5012	tags=35%, list=33%, signal=24%	TMC8/EIF3C/PON1/AURKA/EGF/BAG2/IFIT2/PPARG/TRIB3/DISC1/CLIC2/HFE/HEY1/ABL1/SNAPIN/MMP9/ARRB2/PCSK9/AKTIP/STYX/NRP1/PRMT7/PBXIP1/CLN5/PLK1/HEY2/SMO/EFHB/NVL/GATA3/ACD/DVL1/ARHGEF7/TNKS/HDAC5/ADD2/EPHA4/RALB/E2F1/PRKN/LARP6/MAP2/TFIP11/TFAP4/ADAM15/GTF2B/DDRGK1/DHX9/CAMK1/HIP1R/RSF1/SUMO1/TRIM21/TCF7L2/LEF1/LRP1/SUMO3/USP33/IDE/ZFPM1/HAND1/DAB2/HABP4/PEX14/DDIT3/AMFR/TIAM1/FKBP1A/USP9X/ZNF675/BLK
GO:0006730	GO:0006730	one-carbon metabolic process	30	0.333551019587703	1.25874077362579	0.181686046511628	0.541194753779548	0.481362720811243	3692	tags=37%, list=24%, signal=28%	CA10/SFXN3/FPGS/CA11/CA5A/MTHFD1/DHFR/MAT2B/ALDH1L1/DHFR2/CA8
GO:0071900	GO:0071900	regulation of protein serine/threonine kinase activity	229	0.21323860568727	1.17676758995317	0.181719260065288	0.541194753779548	0.481362720811243	3863	tags=28%, list=25%, signal=22%	KIT/PDGFD/RGS14/HEXIM2/DIRAS3/CDC6/EGF/AIDA/ELANE/CDKN2A/PPARG/TRIB3/CEMIP/ABL1/AGT/PSMD10/CDK5RAP3/TAB1/SMPD1/FGFR1/MST1/MAP3K10/PKD2/CCNJL/PLK1/PKIB/SASH1/TNFSF11/MST1R/ADAM9/TELO2/ETAA1/SRC/CDK7/DVL2/CCNB1/CALM3/PTPN22/RALB/NTF3/SPRY1/CDK5R1/SPRY4/TAOK3/MAP2K5/CDKN1B/PIK3R5/TFAP4/BLM/TCIM/RASGRP1/FGF18/PKIG/LATS1/CD24/HYAL2/CAMK1/HEXIM1/CCNG2/MEN1/CCNA2/NF1/APC/MAP3K7/CCNT2
GO:0045932	GO:0045932	negative regulation of muscle contraction	17	-0.331824093909625	-1.23869916456251	0.182080924855491	0.541983571645878	0.482064330558398	1242	tags=65%, list=8%, signal=60%	ADRB2/DOCK5/PDE5A/PRKG1/DOCK4/ADCY10/ZC3H12A/PIK3CG/ATP1A2/PTGS2/ADRA2A
GO:1905330	GO:1905330	regulation of morphogenesis of an epithelium	56	0.283880307044843	1.24374785319538	0.182432432432432	0.542453101003287	0.482481950883438	3286	tags=30%, list=21%, signal=24%	FKBPL/WNT2B/ESR1/EGF/CXCL10/ABL1/AGT/HOXB7/HGF/LBX2/SMO/GATA3/FGF7/SIX1/NTN4/LGR4/SOX8
GO:0002312	GO:0002312	B cell activation involved in immune response	78	0.26376623836339	1.23213407035657	0.182397959183673	0.542453101003287	0.482481950883438	2407	tags=22%, list=16%, signal=18%	DOCK10/CCR6/NOTCH2/ABL1/MSH2/PTPRC/GPR183/FCGR2B/KMT5C/IL27RA/CR1/ITM2A/ADA/DOCK11/SHLD1/ITFG2/PLCL2
GO:0046697	GO:0046697	decidualization	20	0.369744271599854	1.26538417220387	0.182648401826484	0.542561036700035	0.482577953699978	712	tags=25%, list=5%, signal=24%	SPP1/EPOR/VDR/DEDD/STC1
GO:0035590	GO:0035590	purinergic nucleotide receptor signaling pathway	24	-0.294721728580987	-1.23807422144755	0.18266253869969	0.542561036700035	0.482577953699978	746	tags=17%, list=5%, signal=16%	P2RX6/P2RY1/P2RX1/PTAFR
GO:0071871	GO:0071871	response to epinephrine	12	0.423103571810138	1.27104834937509	0.182926829268293	0.543057962392986	0.483019941546181	2279	tags=33%, list=15%, signal=28%	SRD5A1/ABL1/PDE4B/KCNQ1
GO:0050901	GO:0050901	leukocyte tethering or rolling	25	-0.291850346630143	-1.23802167702215	0.183544303797468	0.544313854323107	0.484136987770865	426	tags=12%, list=3%, signal=12%	GCNT1/CCL21/PTAFR
GO:0010644	GO:0010644	cell communication by electrical coupling	25	-0.291501756901193	-1.23654296834214	0.183544303797468	0.544313854323107	0.484136987770865	4323	tags=48%, list=28%, signal=35%	CAV1/ATP1B2/CASQ2/RYR2/CACNA1C/KCNA1/GJC1/ATP1A3/HRC/PKP2/ATP1A2/FKBP1B
GO:0014037	GO:0014037	Schwann cell differentiation	29	-0.276613609649995	-1.24274147086199	0.183800623052959	0.544785435930927	0.484556433458835	632	tags=17%, list=4%, signal=17%	GPC1/CNTNAP1/POU3F1/PRX/SH3TC2
GO:0050727	GO:0050727	regulation of inflammatory response	290	0.204523044274862	1.1554680955229	0.184238551650692	0.545584237419705	0.485266923084503	2414	tags=21%, list=16%, signal=18%	IL37/HCK/SMPDL3B/PLA2G10/CCR7/PLA2G7/SUCNR1/MAPK13/ESR1/BST1/BTK/ELANE/OSM/FUT7/PPARG/SLC39A8/AGT/DNASE1/MMP9/ADORA1/NLRP1/TNC/PTPRC/SHARPIN/FCGR2B/NT5E/IFI35/PTPN6/MVK/RHBDF2/HGF/NLRP2/IL15/ENPP3/DAGLB/STK39/ADORA2B/STAT5B/TRIM65/FEM1A/ALOX15/RHBDD3/VAMP7/TNFSF11/LPL/AREL1/DAGLA/GATA3/SRC/MKRN2/HLA-DRB1/ADA/ARMH4/SOCS5/FYN/F12/IL23A/SERPINE1/MYD88/TSLP
GO:0043065	GO:0043065	positive regulation of apoptotic process	408	0.197438452638883	1.14262928417831	0.184265010351967	0.545584237419705	0.485266923084503	2956	tags=21%, list=19%, signal=17%	SFRP4/PIP5KL1/PNMA2/RIPK3/ING4/SCIN/SYCE3/PLEKHN1/ANKRD1/OLFM1/BMF/VDR/HPGD/CTSK/HMOX1/CDKN2A/CASP6/SFRP2/LTB/IFIT2/PPARG/GRIN2A/NFATC4/CTLA4/BIN1/PNMA1/NOTCH2/ABL1/AGT/NQO1/AIFM1/MMP9/TGFB3/CDK19/ACE/HTRA4/CTSL/TRIM39/PTPRC/INPP5D/PIDD1/BCAP31/SHQ1/SMPD1/PCSK9/MAP3K10/ERCC3/PRKRA/RASSF6/JMY/DAPK3/DDX20/SRC/ARHGEF7/CAPN10/FZD9/CARM1/MAP2K6/EMILIN2/FAS/PPID/BNIP3/CASP8/KATNB1/LGALS9/BAK1/PML/CASP9/RBCK1/E2F1/MFN2/CCAR2/CDK5R1/CTNNBL1/BECN1/CTSH/BNIP3L/CSRNP3/ADM/RPS6KA2/HTRA2/MAPK9/BAD/NCK2/MMP2
