p_val	avg_log2FC	pct.1	pct.2	p_val_adj
POLK	0.311064425366093	-0.612294100450601	0.123	0.168	1
RGP1	0.311228030564315	0.472778903171505	0.109	0.084	1
SPATA13	0.311234581078333	1.44889304309769	0.134	0.181	1
KRI1	0.311439201047237	0.343730343393021	0.082	0.058	1
KIAA1109	0.311563326717257	0.691245920111782	0.153	0.206	1
SNRNP200	0.311711644793642	0.78385750188378	0.361	0.381	1
DPF2	0.31177234628384	1.35209640475242	0.153	0.129	1
CREBZF	0.311926698936466	0.501377763606553	0.139	0.187	1
KIF3A	0.311957105406328	1.52762322065442	0.142	0.116	1
PIH1D1	0.312079622640859	-0.399651958169321	0.281	0.265	1
ZNF263	0.312181493451009	1.06554242775699	0.145	0.123	1
DPY19L1	0.312205319917961	1.53602709824636	0.128	0.103	1
AL683813.1	0.312228647992543	2.34668349295282	0.027	0.013	1
TMCO4	0.31234636435384	2.50074545487471	0.107	0.084	1
TYW3	0.312596524663596	0.473357445617226	0.123	0.168	1
SERINC5	0.312896414996563	0.674830185080343	0.314	0.31	1
CEP170	0.313029479343595	0.284631035701219	0.057	0.084	1
NCEH1	0.313162650229515	-0.656089559868868	0.12	0.155	1
MCM6	0.313221691511788	1.31286485811776	0.036	0.019	1
TOMM40L	0.313403161197935	1.87831420141542	0.027	0.013	1
SRRM2-AS1	0.313403161197935	1.06751384982156	0.027	0.013	1
ZNF613	0.313403161197935	0.923403373457564	0.027	0.013	1
MPV17L2	0.313444278895229	0.762452996126293	0.082	0.058	1
C16orf70	0.3135293112145	-1.54245428104863	0.038	0.058	1
FARP2	0.313752951035322	0.695252085326175	0.098	0.135	1
DIS3	0.31395227280036	0.722384215077347	0.205	0.181	1
DCDC2	0.313990817809504	1.13705544414343	0.044	0.026	1
FOXP4-AS1	0.314244767351443	1.78773088989875	0.036	0.019	1
GPRIN3	0.314580578676019	1.47860138624459	0.027	0.013	1
MYORG	0.314580578676019	0.752994607034845	0.027	0.013	1
ATG14	0.314785756485414	0.743326172878736	0.082	0.058	1
SLC38A9	0.314954778401002	-0.404080359345473	0.074	0.052	1
FAAP100	0.315167366753756	1.4792953707435	0.096	0.071	1
PFAS	0.315270038390113	1.79993508878358	0.036	0.019	1
LENG8	0.315719409828445	-0.282936528877048	0.238	0.297	1
MSANTD2	0.315832604730105	2.45863739197184	0.044	0.026	1
SPARC	0.315850656254917	0.527533275395511	0.112	0.084	1
PIGZ	0.315854225286628	-1.44640156522688	0.052	0.077	1
SLC18B1	0.315859799459624	1.07490915655971	0.134	0.11	1
GCSH	0.316055201545376	0.663846321001751	0.24	0.226	1
AC068338.3	0.31629750467713	2.44760967870832	0.036	0.019	1
TMC5	0.31639147691118	-0.348266799516965	0.544	0.542	1
KIAA0100	0.316408713008385	-0.6899909488335	0.085	0.116	1
RSPH3	0.316530892621758	1.47616808761869	0.128	0.103	1
UNC93B1	0.316647791061023	0.733787548254482	0.29	0.277	1
SEPT7	0.316897204728097	0.350689435658626	0.464	0.465	1
F2R	0.316944126805942	1.17608678424083	0.027	0.013	1
SMG7	0.316957191869939	0.519268565574363	0.137	0.187	1
MTMR9	0.317061913310229	1.09353644592426	0.109	0.084	1
INTS14	0.317331314593556	0.887400839078808	0.15	0.123	1
CALCOCO1	0.317810552805114	0.633620122119812	0.235	0.219	1
PDE8A	0.317890628599173	0.342634607344512	0.109	0.148	1
P3H2	0.31794048952081	-0.3638520909992	0.071	0.097	1
E4F1	0.318004229382704	0.723895547146786	0.117	0.09	1
KYAT1	0.318130257548874	0.295815478205825	0.027	0.013	1
NAF1	0.318316258511257	1.37828754874609	0.082	0.116	1
CCDC149	0.318352578663388	0.384677433441441	0.063	0.09	1
TMEM150C	0.318359428571816	1.52718539951253	0.169	0.148	1
BICRAL	0.318483321016339	2.65014919921397	0.066	0.045	1
TSEN2	0.318608559405991	-0.729417120568732	0.044	0.026	1
PHF1	0.318663557655104	1.38557325339339	0.205	0.187	1
HSD17B1	0.318691910468145	1.52004004401625	0.087	0.065	1
GNPNAT1	0.318882141496842	2.2480375985369	0.12	0.097	1
RRM2B	0.318958277478634	-0.335585965621965	0.164	0.206	1
ZNF628	0.319237116183998	1.75694009169393	0.066	0.045	1
DDX60L	0.319393075223863	1.0327570545857	0.036	0.019	1
PNPLA7	0.319393075223863	1.48706892344679	0.036	0.019	1
GPATCH3	0.31953741746131	1.69863813064349	0.044	0.026	1
C6orf48	0.319680880118114	-0.576813845841204	0.464	0.548	1
MTRF1L	0.320130678431169	1.11300653729987	0.115	0.155	1
CASK	0.320214935076402	0.337710690412977	0.057	0.084	1
ULK1	0.320322557698437	0.732651528473766	0.074	0.103	1
SLC26A6	0.320429322600322	1.12925546028157	0.036	0.019	1
FBXL22	0.320429322600322	0.863972186465063	0.036	0.019	1
PRDM11	0.320468045401363	-0.31080197567231	0.033	0.052	1
MTHFSD	0.320468045401363	0.475594636327138	0.044	0.026	1
TLK1	0.321013011435826	0.826788263615917	0.257	0.232	1
SMG9	0.321219920478494	1.67255123873028	0.079	0.058	1
KIF20B	0.321320854756435	-2.06463390980874	0.038	0.058	1
ITGB7	0.321400443188491	-0.551037555844512	0.044	0.026	1
AL021368.2	0.321641299708736	1.07582744450868	0.052	0.032	1
RASA4	0.321641299708736	-0.768273968844613	0.052	0.032	1
ANKRD52	0.321664865774514	-0.638672065481591	0.057	0.084	1
PRSS23	0.322002183536314	0.720125060411327	0.191	0.161	1
CASTOR1	0.322071521168439	1.01652216181329	0.074	0.052	1
NAV2	0.322240153923394	0.951188798832417	0.257	0.232	1
RIIAD1	0.322334610772005	0.372719816627662	0.044	0.026	1
ENTPD3-AS1	0.322391435981901	0.545213013146513	0.057	0.084	1
C10orf88	0.322508402872983	0.903364366841782	0.036	0.019	1
CA12	0.322508402872983	-1.19199951019437	0.036	0.019	1
TRIM38	0.322713639577423	1.26697396098625	0.189	0.161	1
ITGB3BP	0.322991477779989	1.14616089233286	0.194	0.174	1
GIN1	0.323023591098075	1.17961778157704	0.066	0.045	1
OGFR	0.323276181377324	0.588192023102071	0.238	0.213	1
WDR54	0.323285061010972	0.872647337655144	0.137	0.11	1
U62317.5	0.32335029370681	0.496452324220448	0.027	0.045	1
HDAC2	0.323381716358344	0.712858921755431	0.339	0.329	1
RAB24	0.323551235608508	-1.8542755729918	0.036	0.019	1
FCF1	0.323914102977233	1.64050484598758	0.15	0.129	1
ANKFY1	0.323967740647852	0.601779456000636	0.175	0.148	1
FAM110A	0.324014579487212	1.66087709695779	0.178	0.161	1
ADGRE5	0.324122475441501	0.590649400188991	0.238	0.213	1
AC244090.1	0.32421958583887	-0.931261692138018	0.156	0.129	1
PLEKHG7	0.324596263269528	0.801932765056716	0.036	0.019	1
KLF7	0.324826239998373	-0.331465837069377	0.087	0.123	1
SYT7	0.325147731598012	0.56798936700694	0.033	0.052	1
PAXX	0.325305781481653	0.972916763059584	0.325	0.323	1
MCM8	0.326088977598737	0.6061787947132	0.033	0.052	1
MAST2	0.326088977598737	0.275703092724121	0.044	0.026	1
CSGALNACT1	0.326305827766205	-2.40986516598083	0.014	0.026	1
NBL1	0.326340025919268	1.31950554726536	0.082	0.058	1
NTAN1	0.326414146183616	0.636689922716528	0.123	0.097	1
FAM153A	0.32651449269703	0.48992673382307	0.027	0.013	1
AASDH	0.326608199963346	1.38429895637199	0.087	0.065	1
IKZF4	0.327467628992422	-1.3064342440099	0.038	0.058	1
SPARCL1	0.327516051284957	-0.859519822637486	0.112	0.142	1
CDC7	0.327697913913616	-1.18816336940993	0.014	0.026	1
SLC35E3	0.327797087726449	2.08883266148649	0.128	0.11	1
TMEM161B	0.327831996947179	0.570578861269311	0.09	0.123	1
MMP25-AS1	0.327976777510773	0.885648753497099	0.044	0.026	1
SNX1	0.328195692215582	0.522365427430844	0.303	0.303	1
GLB1L2	0.328565623283651	1.02468472132395	0.074	0.052	1
RAB3GAP1	0.32857265535308	0.943710477148795	0.18	0.161	1
SRPK2	0.328919719595009	1.23261814785412	0.216	0.187	1
CRYZL1	0.329030993280622	1.36350533369372	0.169	0.148	1
LY6D	0.329093848544173	-1.54336790106952	0.014	0.026	1
BTG2	0.32948605437945	0.310033208206988	0.503	0.516	1
FAM117A	0.329527817775386	0.442110108204589	0.115	0.09	1
AQP5	0.329769827351905	1.11192736306576	0.347	0.368	1
SRSF10	0.329941893945265	0.286401449221198	0.429	0.439	1
RBPMS-AS1	0.329952191724913	1.55217255003442	0.101	0.077	1
ALKBH8	0.330493631160472	-0.869197701343169	0.014	0.026	1
OASL	0.330493631160472	-1.06318950232678	0.014	0.026	1
PDE4DIP	0.330523713296618	0.45172784751397	0.303	0.303	1
POLR1E	0.330825733683462	1.00503339420757	0.074	0.103	1
MAP3K14	0.330825733683462	0.661764794321115	0.074	0.103	1
MINDY4	0.330912513936493	-0.621789322867895	0.036	0.019	1
BCORL1	0.330912513936493	0.459386771587858	0.036	0.019	1
WASHC2C	0.330958217201024	-1.3703052660533	0.066	0.09	1
GTF3C5	0.331310219118151	1.37700766607045	0.139	0.116	1
PPM1A	0.331374008005376	1.01384915152914	0.235	0.219	1
AP5S1	0.331773604892478	1.85579527151205	0.044	0.026	1
DEPDC4	0.331897261202425	-0.26091882608402	0.014	0.026	1
AASS	0.332454391728369	0.686873053228285	0.085	0.116	1
IST1	0.332498476407713	0.98464248999274	0.26	0.252	1
BTN2A2	0.332628539360226	1.27007854016755	0.087	0.065	1
UCKL1	0.332858387130736	1.26049854744019	0.137	0.116	1
FEM1A	0.332926366474731	2.06189917917939	0.139	0.116	1
CNGA1	0.333304738047098	-0.904189326662408	0.014	0.026	1
AL161772.1	0.333304738047098	-1.02581342849325	0.014	0.026	1
CREB3L4	0.333412944295987	1.05320123767301	0.156	0.129	1
ARMC8	0.333570025177196	-0.532730368102651	0.148	0.194	1
NLK	0.333659228161128	0.605197877256474	0.06	0.039	1
MSANTD4	0.334105396832498	-0.734427929738929	0.044	0.065	1
FASTKD5	0.334396831612409	2.63526155247417	0.085	0.065	1
AC074386.1	0.334716061008559	-1.0843105928581	0.014	0.026	1
PRKG1	0.334716061008559	-0.766069210199865	0.014	0.026	1
RIMKLB	0.335275363067873	0.494348021268851	0.142	0.187	1
AKAP10	0.335501276067619	0.850669235506061	0.178	0.155	1
LINC01503	0.335522824205557	-1.25026446459291	0.052	0.032	1
UCHL5	0.335528588912608	2.14750901074635	0.161	0.142	1
STX19	0.335554143416659	1.6335994658769	0.104	0.142	1
WNT5A	0.335575504844062	0.47481825042772	0.055	0.077	1
PC	0.335598725960451	0.433475687160558	0.033	0.052	1
FRAT1	0.335598725960451	0.901826206154208	0.033	0.052	1
BHLHB9	0.336131229337717	-2.98464677458961	0.014	0.026	1
AC006064.4	0.336131229337717	-3.18987981670667	0.014	0.026	1
MAK16	0.336174521690664	-0.26154064890104	0.079	0.11	1
GPT2	0.336230609542526	1.03592646492894	0.085	0.116	1
EMC8	0.336476530503827	0.581092799910636	0.178	0.155	1
DELE1	0.336913442295982	0.5954714488817	0.145	0.194	1
MRPL2	0.336988727854735	1.09226947075433	0.232	0.219	1
GMDS	0.337209143062864	0.495284473545803	0.178	0.155	1
LINC00909	0.337318348344921	1.91052098761076	0.079	0.058	1
JADE1	0.337353917637937	-0.928522746926998	0.109	0.142	1
SFI1	0.33735395004987	1.2622485049148	0.126	0.103	1
TOPBP1	0.337432681376187	1.28245128087227	0.063	0.09	1
HTR1F	0.337550242222171	-0.681840134707993	0.014	0.026	1
AL161421.1	0.337550242222171	-2.87823767935541	0.014	0.026	1
PRSS12	0.337736985927061	0.543683182698738	0.213	0.187	1
ICE2	0.337804105209005	1.72897520709077	0.186	0.168	1
USP13	0.337816386428542	1.17981421645023	0.115	0.09	1
POT1	0.338132160118679	2.64835498791343	0.057	0.039	1
NR3C2	0.338181327440874	-0.955738581445978	0.038	0.058	1
ZNF100	0.338181327440874	-0.281054158465817	0.038	0.058	1
TNS1	0.338693255418236	0.37758899590745	0.254	0.329	1
NRSN2-AS1	0.338973098786052	-0.554120883631451	0.014	0.026	1
APOBEC3A	0.338973098786052	-1.81762616190703	0.014	0.026	1
MAP3K7	0.339441752890019	1.32452243932472	0.139	0.116	1
DOPEY1	0.339455735081964	-0.328872274797502	0.066	0.09	1
DEF8	0.339770286716224	0.524483834267364	0.172	0.148	1
PCDH17	0.339988587347699	0.546103865392521	0.038	0.058	1
PLEKHH3	0.339989891183353	0.367157111865963	0.101	0.135	1
FOXO6	0.34039979808988	-0.335085298735609	0.014	0.026	1
CAPSL	0.34039979808988	-0.270013075579797	0.014	0.026	1
AC005670.2	0.34039979808988	-0.411648794042587	0.014	0.026	1
RTN4R	0.34039979808988	-0.478427565496473	0.014	0.026	1
TP53RK	0.340408613638687	0.662871795569663	0.126	0.168	1
PLA2G1B	0.3406904023428	-1.24665084507118	0.06	0.084	1
FIZ1	0.340894534592387	-2.16556072275288	0.038	0.058	1
LONRF3	0.340903948808198	-1.08229682224657	0.044	0.065	1
CCHCR1	0.341020947096595	1.40684745979151	0.128	0.103	1
PDCL	0.34164429797874	-0.465265490397038	0.148	0.123	1
METTL4	0.341759954407369	-0.340639927712789	0.044	0.065	1
ZKSCAN3	0.341830339130407	-0.494411495542058	0.014	0.026	1
TLR4	0.341830339130407	-0.351711751983242	0.014	0.026	1
ZNF239	0.341830339130407	-0.4687595839744	0.014	0.026	1
ZNF93	0.341830339130407	1.74785647265676	0.014	0.026	1
SYT15	0.342010461390181	0.939666576310577	0.115	0.09	1
CD38	0.342056648851506	0.415125162284963	0.096	0.071	1
NBPF12	0.34239319897318	1.27901783810488	0.066	0.045	1
IMPA1	0.342496940670255	-0.842869765194813	0.063	0.09	1
TMEM160	0.34255897686679	0.605470555033382	0.336	0.329	1
DDX27	0.342575052407778	0.701423353086894	0.232	0.297	1
SUSD6	0.342595269735687	0.924997125250475	0.213	0.284	1
AKAP12	0.343264720840472	1.47424144746934	0.014	0.026	1
POMGNT1	0.343572923408422	0.924193869504201	0.208	0.187	1
DHX33	0.343756504365192	1.21571416701985	0.079	0.058	1
DIRC2	0.343874794427691	1.57083248384147	0.098	0.077	1
MRPS22	0.343907818744792	-0.416866793190267	0.131	0.168	1
SMAP2	0.343917056237208	1.02951716133709	0.219	0.29	1
PPP5C	0.343989314111996	1.54695322949404	0.194	0.174	1
RPS26	0.34409883251354	-0.325646219371297	0.669	0.71	1
JAGN1	0.344371033059192	0.623537479680917	0.224	0.206	1
APC	0.344691932377506	1.33548244383611	0.079	0.11	1
SASH3	0.344702942088855	1.76758966223989	0.014	0.026	1
CD300E	0.344702942088855	-0.618581914810203	0.014	0.026	1
CCDC114	0.344702942088855	1.74926207639285	0.014	0.026	1
MALAT1	0.344925627712211	0.483836156693293	0.915	0.987	1
TENT5A	0.345284315892622	-0.476421043014008	0.243	0.297	1
TCP11L2	0.345447432842269	1.17482162095335	0.038	0.058	1
FBXO34	0.345516477045775	0.989729794130995	0.287	0.265	1
SMC5-AS1	0.346145001680133	0.304727184897951	0.014	0.026	1
IL18BP	0.346145001680133	0.713044624674573	0.014	0.026	1
CENPN	0.346145001680133	0.347546811326011	0.014	0.026	1
DNAJC30	0.346173781782962	1.6305315359476	0.153	0.129	1
AXIN1	0.346237697407555	1.59802093122566	0.115	0.09	1
LINC00960	0.346642928114224	1.16899901401622	0.079	0.058	1
CDR2	0.346670947887721	-0.388765208616937	0.06	0.084	1
RFC3	0.347218181923654	0.4086291452868	0.055	0.077	1
CHD9	0.347550071347399	0.628089435937303	0.328	0.323	1
SLC12A2	0.347789009949389	0.957863113027873	0.158	0.206	1
IRF2BPL	0.347874373404777	0.555334984789235	0.221	0.2	1
PLA2G12A	0.347876479844574	0.517729921424788	0.202	0.181	1
NCOA6	0.348069237879504	-0.73490677700168	0.107	0.142	1
BICD2	0.348176465454589	-1.31477468434305	0.06	0.084	1
CBX5	0.348986342195994	1.40541588217978	0.281	0.265	1
TTC13	0.349109092147685	1.37002777111787	0.057	0.039	1
PRPF4	0.349346680266583	1.22284346617654	0.156	0.135	1
SPRED2	0.349822808211799	0.736517396126207	0.158	0.135	1
POGZ	0.34984958621258	0.309718057223907	0.284	0.271	1
SPICE1	0.349859410521216	-1.62226005998151	0.049	0.071	1
TCAIM	0.350008600705113	1.19832026024724	0.112	0.09	1
AASDHPPT	0.350009161257467	-0.563284848960995	0.128	0.168	1
LENG9	0.350038906431397	0.290367517801704	0.038	0.058	1
LCK	0.350365796097921	-1.37641999618889	0.068	0.045	1
SETD3	0.350504511131959	2.00980759720428	0.235	0.232	1
SLC9A3R2	0.350697185868048	0.802426446512123	0.295	0.277	1
TIFA	0.350933322366703	0.775102548554141	0.137	0.181	1
B4GALT2	0.351001404990935	2.49160297664299	0.079	0.058	1
HSPA14.1	0.351039023981252	1.4469875338457	0.139	0.116	1
COG4	0.351085068348466	1.48825411999362	0.137	0.116	1
MFSD8	0.351155518605588	-1.1558964903899	0.055	0.077	1
ARID4B	0.35117092935263	0.389493729345307	0.374	0.381	1
LARP1	0.351214142955721	1.55191953939422	0.265	0.258	1
NUP133	0.351240693541992	1.52754375042993	0.112	0.09	1
ZNF407	0.351266648707708	0.466399115423602	0.044	0.065	1
MARS	0.351508289469037	0.452426050494233	0.134	0.174	1
UBXN2A	0.351859949876555	0.654844243297179	0.172	0.148	1
PRMT3	0.351886287449703	0.30800529501614	0.038	0.058	1
IFRD2	0.352078034305213	-0.448129014515167	0.205	0.265	1
SETD7	0.352209679378774	-0.61344366221675	0.12	0.155	1
TFDP2	0.352230819037596	0.546532902937986	0.216	0.194	1
ZMYND8	0.352404942476165	1.67010762963571	0.199	0.181	1
FLCN	0.352461916016265	1.07861806340903	0.079	0.058	1
CIPC	0.352611907988048	1.25470471516691	0.09	0.123	1
LRBA	0.352739986765745	0.426941413550191	0.279	0.271	1
ACIN1	0.353041860400871	1.03334715036404	0.257	0.232	1
MTMR1	0.353246218769847	1.57281776944791	0.107	0.084	1
CLPB	0.35356346829896	0.875544141590125	0.085	0.116	1
RRAS	0.353595291372073	0.376435676091769	0.197	0.168	1
PPP6R2	0.353767474751637	0.942227126476855	0.145	0.194	1
CCDC191	0.353859099965588	-0.516556732023802	0.074	0.052	1
BTBD6	0.354120285026319	1.10845148911844	0.156	0.135	1
RNF2	0.354218272059628	-0.991385954789445	0.071	0.097	1
KATNA1	0.354338584700354	1.22606137305102	0.117	0.097	1
HACL1	0.354572513498136	1.11257762534029	0.085	0.065	1
SKIL	0.354576293255066	0.493743817722911	0.29	0.348	1
MDM1	0.354668911913108	2.55287481227998	0.049	0.032	1
MBOAT2	0.35595241501012	0.817508723911491	0.191	0.168	1
ZNF48	0.355991715315238	1.62332253735207	0.085	0.065	1
SCAF1	0.356363269509756	0.844803082829663	0.131	0.174	1
TIMM29	0.356490505566637	1.63506715036609	0.131	0.11	1
SPATA5L1	0.356522063895117	-1.36098411918831	0.044	0.065	1
AL391422.3	0.356531692056931	1.14726427932078	0.038	0.058	1
MPHOSPH9	0.356531692056931	1.22796780608419	0.038	0.058	1
RGS3	0.357399586204684	0.924485347037822	0.148	0.123	1
TRIM3	0.35760054762108	-0.341569358223069	0.066	0.045	1
DERL3	0.35770511811649	-0.371907759666598	0.057	0.039	1
LRCH4	0.357938580025835	1.15615711905174	0.216	0.206	1
CCNO	0.358110814990789	1.05408623867923	0.189	0.168	1
CD14	0.358127223560499	1.7683724234144	0.085	0.065	1
PTER	0.358309257849605	2.08973472609314	0.178	0.161	1
ZBTB1	0.358346652286663	1.40809813477967	0.107	0.084	1
SHQ1	0.358400625882554	2.28173401327732	0.049	0.032	1
AL008733.1	0.358495364955259	-0.307498731842418	0.005	0	1
AL031728.1	0.358495364955259	0.391886906070522	0.005	0	1
ZNF436-AS1	0.358495364955259	0.351671232151709	0.005	0	1
AC114490.2	0.358495364955259	-0.521005717557632	0.005	0	1
AL139286.2	0.358495364955259	0.538135292839343	0.005	0	1
AC093151.2	0.358495364955259	1.36043421957975	0.005	0	1
LINC01144	0.358495364955259	-0.376935287875399	0.005	0	1
LINC01389	0.358495364955259	0.410909465949687	0.005	0	1
SLC5A9	0.358495364955259	-0.341596485854718	0.005	0	1
SHISAL2A	0.358495364955259	1.57755133959537	0.005	0	1
DIO1	0.358495364955259	0.260893118237908	0.005	0	1
AL360219.1	0.358495364955259	0.283053269458574	0.005	0	1
AL136382.1	0.358495364955259	1.06223044963648	0.005	0	1
AKNAD1	0.358495364955259	0.319065620485896	0.005	0	1
SLC16A1	0.358495364955259	0.64744717764933	0.005	0	1
ZNF697	0.358495364955259	0.925980621045682	0.005	0	1
FAM72D	0.358495364955259	0.364935634723873	0.005	0	1
NUP210L	0.358495364955259	0.857705835341673	0.005	0	1
IQGAP3	0.358495364955259	-0.295768696241208	0.005	0	1
CD1B	0.358495364955259	0.779511333277296	0.005	0	1
AL590714.1	0.358495364955259	-0.347043697048794	0.005	0	1
GPA33	0.358495364955259	1.54356537997281	0.005	0	1
AL137796.1	0.358495364955259	0.7977945946483	0.005	0	1
B3GALT2	0.358495364955259	-0.34330604742062	0.005	0	1
AL513217.1	0.358495364955259	3.1792633795663	0.005	0	1
PPFIA4	0.358495364955259	0.642106058475817	0.005	0	1
FAM72A	0.358495364955259	0.643460861902448	0.005	0	1
STUM	0.358495364955259	0.501449623197851	0.005	0	1
PGBD5	0.358495364955259	0.637214791813053	0.005	0	1
AL118511.1	0.358495364955259	-0.330687644916998	0.005	0	1
AL160408.3	0.358495364955259	2.4394219404774	0.005	0	1
AC108488.1	0.358495364955259	0.350188110115279	0.005	0	1
LINC00487	0.358495364955259	0.504741855641115	0.005	0	1
AC020594.1	0.358495364955259	0.26247384320614	0.005	0	1
ARHGEF33	0.358495364955259	-0.297653097851763	0.005	0	1
C2orf91	0.358495364955259	0.413129813940472	0.005	0	1
CNRIP1	0.358495364955259	0.467138282514711	0.005	0	1
ADD2	0.358495364955259	1.7289361706092	0.005	0	1
AC105053.1	0.358495364955259	0.325996107389862	0.005	0	1
AC009237.15	0.358495364955259	0.597499361339846	0.005	0	1
MAP3K19	0.358495364955259	-0.345571772300616	0.005	0	1
FIGN	0.358495364955259	-0.361159568687272	0.005	0	1
AC016737.1	0.358495364955259	0.826708041963512	0.005	0	1
CTLA4	0.358495364955259	2.68530732496363	0.005	0	1
AC007879.2	0.358495364955259	-0.271543209213648	0.005	0	1
PLCD4	0.358495364955259	2.77335258497796	0.005	0	1
DAW1	0.358495364955259	1.64386011391399	0.005	0	1
ECEL1	0.358495364955259	0.654705691024554	0.005	0	1
GHRL	0.358495364955259	0.365581140455935	0.005	0	1
WNT7A	0.358495364955259	0.64787204425994	0.005	0	1
EOMES	0.358495364955259	0.346856770940057	0.005	0	1
TDGF1	0.358495364955259	-0.412660220185926	0.005	0	1
